2018-05-30 17:23:36.771 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='76d4c745-cf47-45a8-94a3-4e63b4471a5b', name='test0', keywords='just test-716aa76695cf4878b4e400a08b554f19', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='c24eeb88-83ba-456e-86da-6fae92e17ebd', name='test91', keywords='just test-ff1dc51d208e4bba8cc68e0c4fb132b6', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='3e8f96fc-3d9f-4d6d-877a-e8a2490ea44a', name='test92', keywords='just test-33bd56899b92460e91ab7945e45f066a', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='b716aaa7-33ba-467d-a6f5-4ba314a86d8e', name='test93', keywords='just test-7788ebb629d24fbf87fd44d342026bf2', description='null', sn='sn-333'}
2018-05-30 17:23:37.313 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='1fefdce6-94bc-4b5d-a98f-88374cf48e97', name='test94', keywords='just test-601ee2d98be14c12b9c35e512186b8b3', description='null', sn='sn-333'}
2018-05-30 17:23:37.313 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='4e4ca033-fcfb-45a9-b93a-bf9d9d1d186e', name='test95', keywords='just test-58bb81f1206947cab31411fa1b687b72', description='null', sn='sn-333'}
2018-05-30 17:23:37.313 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='66adea63-6d56-46af-bd7c-0e4b47488db7', name='test96', keywords='just test-5564e62a75f946f98eb81cf79c8f8659', description='null', sn='sn-333'}
2018-05-30 17:23:37.313 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='f77892dd-77e7-4c6f-9eb8-3a6342b1d499', name='test97', keywords='just test-c4c7a776017f489da3934a84bdb466ad', description='null', sn='sn-333'}
2018-05-30 17:23:37.313 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='f0e334aa-04c6-4b8e-ba83-c0d738900cd5', name='test98', keywords='just test-c1035031a7d1436eb82e0847209e1355', description='null', sn='sn-333'}
2018-05-30 17:23:37.314 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='87fd43a5-e181-4a2f-b49e-15cb0a69e362', name='test99', keywords='just test-a343864f2f0142c1a185407623c7fef5', description='null', sn='sn-333'}
2018-05-30 17:23:37.314 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 48 addIndexs -- Begin commit 100 records
2018-05-30 17:23:37.648 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 52 addIndexs -- End commit 100 records
